sum_mse_ols,sum_mse_mlp,sum_mse_lstm30,sum_mse_lstm90,sum_time_ols,sum_time_mlp,sum_time_lstm30,sum_time_lstm90,avg_mse_ols,avg_mse_mlp,avg_mse_lstm30,avg_mse_lstm90,avg_time_ols,avg_time_mlp,avg_time_lstm30,avg_time_lstm90
0.0688475448637,0.0696713137994,0.0882194739841,0.0816931132782,1.55243206024,904.598595142,922.447184086,1418.57181311,0.0010757428885,0.00108861427812,0.001378429281,0.00127645489497,0.0242567509413,14.1343530491,14.4132372513,22.1651845798
0.0688475448637,0.0695078472758,0.0882187378798,0.0816936231233,1.51535797119,906.589415073,923.356446981,1433.77561617,0.0010757428885,0.00108606011368,0.00137841777937,0.0012764628613,0.0236774682999,14.1654596105,14.4274444841,22.4027440026
0.0688475448637,0.0697574055827,0.0882194875759,0.0816925910787,1.55087900162,823.57102704,867.373492002,1428.3550849,0.0010757428885,0.00108995946223,0.00137842949337,0.0012764467356,0.0242324844003,12.8682972975,13.5527108125,22.3180482015
0.0688475448637,0.0696484743944,0.0882195331493,0.0816935996076,1.50742292404,824.961824179,869.479663134,1394.75925207,0.0010757428885,0.00108825741241,0.00137843020546,0.00127646249387,0.0235534831882,12.8900285028,13.5856197365,21.7931133136
0.0688475448637,0.0695667049693,0.0882191533347,0.0816937821914,1.64033293724,907.552257061,950.745352983,1470.65331697,0.0010757428885,0.00108697976514,0.00137842427085,0.00127646534674,0.0256302021444,14.1805040166,14.8553961404,22.9789580777
0.0688475448637,0.0696152632741,0.0882188577449,0.0816926560685,1.63176298141,825.385882854,869.014316082,1360.21857905,0.0010757428885,0.00108773848866,0.00137841965226,0.00127644775107,0.0254962965846,12.8966544196,13.5783486888,21.2534152977
0.0688475448637,0.0696634800451,0.0882199524587,0.0816921976388,1.72511482239,826.586137772,848.578063011,1398.90514112,0.0010757428885,0.0010884918757,0.00137843675717,0.00127644058811,0.0269549190998,12.9154084027,13.2590322345,21.8578928299
0.0688475448637,0.0696578506563,0.0882203983943,0.0816928343235,1.30024409294,904.790775061,933.104724884,1434.48715901,0.0010757428885,0.0010884039165,0.00137844372491,0.0012764505363,0.0203163139522,14.1373558603,14.5797613263,22.4138618596
0.0688475448637,0.0695998129065,0.0882192384597,0.0816926281786,1.48273706436,823.758891106,867.829859018,1384.11543202,0.0010757428885,0.00108749707666,0.00137842560093,0.00127644731529,0.0231677666306,12.8712326735,13.5598415472,21.6268036254
0.0688475448637,0.0696953355871,0.0882188292286,0.0816921898823,1.51502895355,908.51373291,922.938062906,1426.90044689,0.0010757428885,0.00108898961855,0.0013784192067,0.00127644046691,0.0236723273993,14.1955270767,14.4209072329,22.2953194827
0.0688475448637,0.0697120374433,0.0882205847669,0.0816938248753,1.49959516525,825.893625975,877.622082949,1416.490942,0.0010757428885,0.00108925058505,0.00137844663698,0.00127646601368,0.0234311744571,12.9045879059,13.7128450461,22.1326709688
0.0688475448637,0.0695586437495,0.0882190100671,0.0816930383928,1.43151497841,823.838267088,895.949375153,1442.84500694,0.0010757428885,0.00108685380859,0.0013784220323,0.00127645372489,0.0223674215376,12.8724729232,13.9992089868,22.5444532335
0.0688475448637,0.0697361770547,0.0882194878748,0.0816931248626,1.58197593689,830.120665073,884.30329895,1404.45985413,0.0010757428885,0.00108962776648,0.00137842949804,0.00127645507598,0.0247183740139,12.9706353918,13.8172390461,21.9446852207
0.0688475448637,0.0694870810009,0.0882197620947,0.0816921573802,1.25887703896,823.975151062,907.83773303,1444.95680904,0.0010757428885,0.00108573564064,0.00137843378273,0.00127643995907,0.0196699537337,12.8746117353,14.1849645786,22.5774501413
0.0688475448637,0.0694926428082,0.0882191188545,0.0816911685998,1.53128480911,821.371039867,848.807900906,1353.01016879,0.0010757428885,0.00108582254388,0.0013784237321,0.00127642450937,0.0239263251424,12.8339224979,13.2626234517,21.1407838874
0.0688475448637,0.0694751865619,0.0882195791276,0.0816923761782,1.65036892891,918.892893076,963.593096018,1456.38462114,0.0010757428885,0.00108554979003,0.00137843092387,0.00127644337779,0.0257870145142,14.3577014543,15.0561421253,22.7560097054
